Date,Open,High,Low,Close,Volume
02/03/2021,135.76,135.77,133.61,133.94,"89,880,945"
02/04/2021,136.3,137.4,134.59,137.39,"84,183,055"
02/05/2021,137.35,137.42,135.86,136.76,"75,693,828"
02/08/2021,136.03,136.96,134.92,136.91,"71,297,211"
02/09/2021,136.62,137.88,135.85,136.01,"76,774,211"
02/10/2021,136.48,136.99,134.4,135.39,"73,046,562"
02/11/2021,135.9,136.39,133.77,135.13,"64,280,031"
02/12/2021,134.35,135.53,133.69,135.37,"60,145,129"
02/16/2021,135.49,136.01,132.79,133.19,"80,576,320"
02/17/2021,131.25,132.22,129.47,130.84,"98,085,250"
02/18/2021,129.2,130.0,127.41,129.71,"96,856,750"
02/19/2021,130.24,130.71,128.8,129.87,"87,668,828"
02/22/2021,128.01,129.72,125.6,126.0,"103,916,398"
02/23/2021,123.76,126.71,118.39,125.86,"158,272,984"
02/24/2021,124.94,125.56,122.23,125.35,"111,039,906"
02/25/2021,124.68,126.46,120.54,120.99,"148,199,500"
02/26/2021,122.59,124.85,121.2,121.26,"164,560,406"
03/01/2021,123.75,127.93,122.79,127.79,"116,307,906"
03/02/2021,128.41,128.72,125.01,125.12,"102,260,898"
03/03/2021,124.81,125.71,121.84,122.06,"112,966,305"
03/04/2021,121.75,123.6,118.62,120.13,"178,155,016"
03/05/2021,120.98,121.94,117.57,121.42,"153,766,594"
03/08/2021,120.93,121.0,116.21,116.36,"154,376,609"
03/09/2021,119.03,122.06,118.79,121.09,"129,525,797"
03/10/2021,121.69,122.17,119.45,119.98,"111,943,297"
03/11/2021,122.54,123.21,121.26,121.96,"103,026,492"
03/12/2021,120.4,121.17,119.16,121.03,"88,105,047"
03/15/2021,121.41,124.0,120.42,123.99,"92,590,562"
03/16/2021,125.7,127.22,124.72,125.57,"115,227,906"
03/17/2021,124.05,125.86,122.34,124.76,"111,932,602"
03/18/2021,122.88,123.18,120.32,120.53,"121,469,797"
03/19/2021,119.9,121.43,119.68,119.99,"185,549,500"
03/22/2021,120.33,123.87,120.26,123.39,"111,912,305"
03/23/2021,123.33,124.24,122.14,122.54,"95,467,133"
03/24/2021,122.82,122.9,120.07,120.09,"88,530,484"
03/25/2021,119.54,121.66,119.0,120.59,"98,844,680"
03/26/2021,120.35,121.48,118.92,121.21,"94,071,234"
03/29/2021,121.65,122.58,120.73,121.39,"80,819,203"
03/30/2021,120.11,120.4,118.86,119.9,"85,671,922"
03/31/2021,121.65,123.52,121.15,122.15,"118,323,797"
04/01/2021,123.66,124.18,122.49,123.0,"75,089,125"
04/05/2021,123.87,126.16,123.07,125.9,"88,651,188"
04/06/2021,126.5,127.13,125.65,126.21,"80,171,250"
04/07/2021,125.83,127.92,125.14,127.9,"83,466,719"
04/08/2021,128.95,130.39,128.52,130.36,"88,844,594"
04/09/2021,129.8,133.04,129.47,133.0,"106,686,703"
04/12/2021,132.52,132.85,130.63,131.24,"91,419,984"
04/13/2021,132.44,134.66,131.93,134.43,"91,266,555"
04/14/2021,134.94,135.0,131.66,132.03,"87,222,781"
04/15/2021,133.82,135.0,133.64,134.5,"89,347,102"
04/16/2021,134.3,134.67,133.28,134.16,"84,922,391"
04/19/2021,133.51,135.47,133.34,134.84,"94,264,227"
04/20/2021,135.02,135.53,131.81,133.11,"94,812,352"
04/21/2021,132.36,133.75,131.3,133.5,"68,847,133"
04/22/2021,133.04,134.15,131.41,131.94,"84,566,461"
04/23/2021,132.16,135.12,132.16,134.32,"78,756,781"
04/26/2021,134.83,135.06,133.56,134.72,"66,905,070"
04/27/2021,135.01,135.41,134.11,134.39,"66,015,797"
04/28/2021,134.31,135.02,133.08,133.58,"107,760,094"
04/29/2021,136.47,137.07,132.45,133.48,"151,100,984"
04/30/2021,131.78,133.56,131.07,131.46,"109,839,508"
05/03/2021,132.04,134.07,131.83,132.54,"75,135,102"
05/04/2021,131.19,131.49,126.7,127.85,"137,564,703"
05/05/2021,129.2,130.45,127.97,128.1,"84,000,898"
05/06/2021,127.89,129.75,127.13,129.74,"78,128,328"
05/07/2021,130.85,131.26,129.48,130.21,"78,973,273"
05/10/2021,129.41,129.54,126.81,126.85,"88,071,234"
05/11/2021,123.5,126.27,122.77,125.91,"126,142,797"
05/12/2021,123.4,124.64,122.25,122.77,"112,172,305"
05/13/2021,124.58,126.15,124.26,124.97,"105,861,297"
05/14/2021,126.25,127.89,125.85,127.45,"81,917,953"
05/17/2021,126.82,126.93,125.17,126.27,"74,116,555"
05/18/2021,126.56,126.99,124.78,124.85,"63,342,930"
05/19/2021,123.16,124.92,122.86,124.69,"92,611,992"
05/20/2021,125.23,127.72,125.1,127.31,"76,857,117"
05/21/2021,127.82,128.0,125.21,125.43,"79,295,438"
05/24/2021,126.01,127.94,125.94,127.1,"63,092,953"
05/25/2021,127.82,128.32,126.32,126.9,"72,009,477"
05/26/2021,126.96,127.39,126.42,126.85,"56,575,922"
05/27/2021,126.44,127.64,125.08,125.28,"94,625,602"
05/28/2021,125.57,125.8,124.55,124.61,"71,311,109"
06/01/2021,125.08,125.35,123.94,124.28,"67,637,117"
06/02/2021,124.28,125.24,124.05,125.06,"59,278,859"
06/03/2021,124.68,124.85,123.13,123.54,"76,229,172"
06/04/2021,124.07,126.16,123.85,125.89,"75,169,344"
06/07/2021,126.17,126.32,124.83,125.9,"71,057,555"
06/08/2021,126.6,128.46,126.21,126.74,"74,403,766"
06/09/2021,127.21,127.75,126.52,127.13,"56,877,941"
06/10/2021,127.02,128.19,125.94,126.11,"71,186,414"
06/11/2021,126.53,127.44,126.1,127.35,"53,522,367"
06/14/2021,127.82,130.54,127.07,130.48,"96,906,484"
06/15/2021,129.94,130.6,129.39,129.64,"62,746,328"
06/16/2021,130.37,130.89,128.46,130.15,"91,815,031"
06/17/2021,129.8,132.55,129.65,131.79,"96,721,672"
06/18/2021,130.71,131.51,130.24,130.46,"108,953,297"
06/21/2021,130.3,132.41,129.21,132.3,"79,663,320"
06/22/2021,132.13,134.08,131.62,133.98,"74,783,617"
06/23/2021,133.77,134.32,133.23,133.7,"60,214,199"
06/24/2021,134.45,134.64,132.93,133.41,"68,711,000"
06/25/2021,133.46,133.89,132.81,133.11,"70,783,750"
06/28/2021,133.41,135.25,133.35,134.78,"62,111,301"
06/29/2021,134.8,136.49,134.35,136.33,"64,556,078"
06/30/2021,136.17,137.41,135.87,136.96,"63,261,391"
07/01/2021,136.6,137.33,135.76,137.27,"52,485,781"
07/02/2021,137.9,140.0,137.75,139.96,"78,945,570"
07/06/2021,140.07,143.15,140.07,142.02,"108,181,797"
07/07/2021,143.54,144.89,142.66,144.57,"104,911,602"
07/08/2021,141.58,144.06,140.67,143.24,"105,575,508"
07/09/2021,142.75,145.65,142.65,145.11,"99,890,797"
07/12/2021,146.21,146.32,144.0,144.5,"76,299,719"
07/13/2021,144.03,147.46,143.63,145.64,"100,827,102"
07/14/2021,148.1,149.57,147.68,149.15,"127,050,797"
07/15/2021,149.24,150.0,147.09,148.48,"106,820,305"
07/16/2021,148.46,149.76,145.88,146.39,"93,251,430"
07/19/2021,143.75,144.07,141.67,142.45,"121,434,602"
07/20/2021,143.46,147.1,142.96,146.15,"96,350,039"
07/21/2021,145.53,146.13,144.63,145.4,"74,993,453"
07/22/2021,145.94,148.2,145.81,146.8,"77,338,156"
07/23/2021,147.55,148.72,146.92,148.56,"71,447,422"
07/26/2021,148.27,149.83,147.7,148.99,"72,434,086"
07/27/2021,149.12,149.21,145.55,146.77,"104,818,602"
07/28/2021,144.81,146.97,142.54,144.98,"118,931,203"
07/29/2021,144.69,146.55,144.58,145.64,"56,699,480"
07/30/2021,144.38,146.33,144.11,145.86,"70,440,633"
08/02/2021,146.36,146.95,145.25,145.52,"62,879,961"
08/03/2021,145.81,148.05,145.18,147.36,"64,786,621"
08/04/2021,147.27,147.79,146.28,146.95,"56,368,273"
08/05/2021,146.98,147.84,146.17,147.06,"46,397,672"
08/06/2021,146.35,147.11,145.63,146.14,"54,126,809"
08/09/2021,146.2,146.7,145.52,146.09,"48,908,688"
08/10/2021,146.44,147.71,145.3,145.6,"69,023,078"
08/11/2021,146.05,146.72,145.53,145.86,"48,493,461"
08/12/2021,146.19,149.05,145.84,148.89,"73,779,109"
08/13/2021,148.97,149.44,148.27,149.1,"59,375,008"
08/16/2021,148.54,151.19,146.47,151.12,"103,558,797"
08/17/2021,150.23,151.68,149.09,150.19,"92,229,742"
08/18/2021,149.8,150.72,146.15,146.36,"86,325,992"
08/19/2021,145.03,148.0,144.5,146.7,"86,960,312"
08/20/2021,147.44,148.5,146.78,148.19,"60,549,633"
08/23/2021,148.31,150.19,147.89,149.71,"60,131,809"
08/24/2021,149.45,150.86,149.15,149.62,"48,606,434"
08/25/2021,149.81,150.32,147.8,148.36,"58,991,301"
08/26/2021,148.35,149.12,147.51,147.54,"48,597,199"
08/27/2021,147.48,148.75,146.83,148.6,"55,802,391"
08/30/2021,149.0,153.49,148.61,153.12,"90,956,719"
08/31/2021,152.66,152.8,151.29,151.83,"86,453,117"
09/01/2021,152.83,154.98,152.34,152.51,"80,313,711"
09/02/2021,153.87,154.72,152.4,153.65,"71,171,320"
09/03/2021,153.76,154.63,153.09,154.3,"57,866,070"
09/07/2021,154.97,157.26,154.39,156.69,"82,278,258"
09/08/2021,156.98,157.04,153.98,155.11,"74,420,211"
09/09/2021,155.49,156.11,153.95,154.07,"57,305,727"
09/10/2021,155.0,155.48,148.7,148.97,"140,893,203"
09/13/2021,150.63,151.42,148.75,149.55,"102,404,305"
09/14/2021,150.35,151.07,146.91,148.12,"109,296,305"
09/15/2021,148.56,149.44,146.37,149.03,"83,281,320"
09/16/2021,148.44,148.97,147.22,148.79,"68,034,148"
09/17/2021,148.82,148.82,145.76,146.06,"129,868,797"
09/20/2021,143.8,144.84,141.27,142.94,"123,478,898"
09/21/2021,143.93,144.6,142.78,143.43,"75,833,961"
09/22/2021,144.45,146.43,143.7,145.85,"76,404,336"
09/23/2021,146.65,147.08,145.64,146.83,"64,838,168"
09/24/2021,145.66,147.47,145.56,146.92,"53,477,871"
09/27/2021,145.47,145.96,143.82,145.37,"74,150,727"
09/28/2021,143.25,144.75,141.69,141.91,"108,972,305"
09/29/2021,142.47,144.45,142.03,142.83,"74,602,039"
09/30/2021,143.66,144.38,141.28,141.5,"89,056,656"
10/01/2021,141.9,142.92,139.11,142.65,"94,639,586"
10/04/2021,141.76,142.21,138.27,139.14,"98,322,008"
10/05/2021,139.49,142.24,139.36,141.11,"80,861,055"
10/06/2021,139.47,142.15,138.37,142.0,"83,221,117"
10/07/2021,143.06,144.22,142.72,143.29,"61,732,660"
10/08/2021,144.03,144.18,142.56,142.9,"58,773,160"
10/11/2021,142.27,144.81,141.81,142.81,"64,452,219"
10/12/2021,143.23,143.25,141.04,141.51,"73,035,859"
10/13/2021,141.24,141.4,139.2,140.91,"78,762,719"
10/14/2021,142.11,143.88,141.51,143.76,"69,907,102"
10/15/2021,143.77,144.9,143.51,144.84,"67,940,328"
10/18/2021,143.45,146.84,143.16,146.55,"85,589,188"
10/19/2021,147.01,149.17,146.55,148.76,"76,378,891"
10/20/2021,148.7,149.75,148.12,149.26,"58,418,793"
10/21/2021,148.81,149.64,147.87,149.48,"61,420,992"
10/22/2021,149.69,150.18,148.64,148.69,"58,883,441"
10/25/2021,148.68,149.37,147.62,148.64,"50,720,559"
10/26/2021,149.33,150.84,149.01,149.32,"60,893,398"
10/27/2021,149.36,149.73,148.49,148.85,"56,094,930"
10/28/2021,149.82,153.17,149.72,152.57,"100,077,906"
10/29/2021,147.22,149.94,146.41,149.8,"124,953,203"
11/01/2021,148.99,149.7,147.8,148.96,"74,588,258"
11/02/2021,148.66,151.57,148.65,150.02,"69,121,992"
11/03/2021,150.39,151.97,149.82,151.49,"54,511,527"
11/04/2021,151.58,152.43,150.64,150.96,"60,394,621"
11/05/2021,151.89,152.2,150.06,151.28,"65,463,879"
11/08/2021,151.41,151.57,150.16,150.44,"55,020,871"
11/09/2021,150.2,151.43,150.06,150.81,"56,787,930"
11/10/2021,150.02,150.13,147.85,147.92,"65,187,090"
11/11/2021,148.96,149.43,147.68,147.87,"40,999,953"
11/12/2021,148.43,150.4,147.48,149.99,"63,804,008"
11/15/2021,150.37,151.88,149.43,150.0,"59,222,801"
11/16/2021,149.94,151.49,149.34,151.0,"59,256,207"
11/17/2021,151.0,155.0,150.99,153.49,"88,807,000"
11/18/2021,153.71,158.67,153.05,157.87,"137,827,703"
11/19/2021,157.65,161.02,156.53,160.55,"117,305,602"
11/22/2021,161.68,165.7,161.0,161.02,"117,467,906"
11/23/2021,161.12,161.8,159.06,161.41,"96,041,906"
11/24/2021,160.75,162.14,159.64,161.94,"69,463,617"
11/26/2021,159.57,160.45,156.36,156.81,"76,959,750"
11/29/2021,159.37,161.19,158.79,160.24,"88,748,227"
11/30/2021,159.99,165.52,159.92,165.3,"174,048,094"
12/01/2021,167.48,170.3,164.53,164.77,"152,423,016"
12/02/2021,158.74,164.2,157.8,163.76,"136,739,203"
12/03/2021,164.02,164.96,159.72,161.84,"118,023,102"
12/06/2021,164.29,167.88,164.28,165.32,"107,497,000"
12/07/2021,169.08,171.58,168.34,171.18,"120,405,398"
12/08/2021,172.13,175.96,170.7,175.08,"116,998,898"
12/09/2021,174.91,176.75,173.92,174.56,"108,923,695"
12/10/2021,175.21,179.63,174.69,179.45,"115,402,703"
12/13/2021,181.12,182.13,175.53,175.74,"153,236,984"
12/14/2021,175.25,177.74,172.21,174.33,"139,380,406"
12/15/2021,175.11,179.5,172.31,179.3,"131,063,297"
12/16/2021,179.28,181.14,170.75,172.26,"150,185,797"
12/17/2021,169.93,173.47,169.69,171.14,"195,923,391"
12/20/2021,168.28,170.58,167.46,169.75,"107,499,102"
12/21/2021,171.56,173.2,169.12,172.99,"91,185,914"
12/22/2021,173.04,175.86,172.15,175.64,"92,135,297"
12/23/2021,175.85,176.85,175.27,176.28,"68,356,570"
12/27/2021,177.09,180.42,177.07,180.33,"74,919,586"
12/28/2021,180.16,181.33,178.53,179.29,"79,144,336"
12/29/2021,179.33,180.63,178.14,179.38,"62,348,930"
12/30/2021,179.47,180.57,178.09,178.2,"59,773,008"
12/31/2021,178.09,179.23,177.26,177.57,"64,062,262"
01/03/2022,177.83,182.88,177.71,182.01,"104,701,203"
01/04/2022,182.63,182.94,179.12,179.7,"99,310,438"
01/05/2022,179.61,180.17,174.64,174.92,"94,537,602"
01/06/2022,172.7,175.3,171.64,172.0,"96,903,961"
01/07/2022,172.89,174.14,171.03,172.17,"86,709,148"
01/10/2022,169.08,172.5,168.17,172.19,"106,765,602"
01/11/2022,172.32,175.18,170.82,175.08,"76,138,312"
01/12/2022,176.12,177.18,174.82,175.53,"74,805,172"
01/13/2022,175.78,176.62,171.79,172.19,"84,505,758"
01/14/2022,171.34,173.78,171.09,173.07,"80,440,781"
01/18/2022,171.51,172.54,169.41,169.8,"91,168,727"
01/19/2022,170.0,171.08,165.94,166.23,"94,814,992"
01/20/2022,166.98,169.68,164.18,164.51,"91,420,523"
01/21/2022,164.42,166.33,162.3,162.41,"122,848,898"
01/24/2022,160.02,162.3,154.7,161.62,"162,706,703"
01/25/2022,158.98,162.76,157.02,159.78,"115,798,398"
01/26/2022,163.5,164.39,157.82,159.69,"108,275,297"
01/27/2022,162.45,163.84,158.28,159.22,"121,954,602"
01/28/2022,165.71,170.35,162.8,170.33,"179,935,703"
01/31/2022,170.16,175.0,169.51,174.78,"115,541,602"
02/01/2022,174.01,174.84,172.31,174.61,"86,213,914"
02/02/2022,174.75,175.88,173.33,175.84,"84,914,258"
02/03/2022,174.48,176.24,172.12,172.9,"89,418,070"
02/04/2022,171.68,174.1,170.68,172.39,"82,465,398"
02/07/2022,172.86,173.95,170.95,171.66,"77,251,203"
02/08/2022,171.73,175.35,171.43,174.83,"74,829,219"
02/09/2022,176.05,176.65,174.9,176.28,"71,285,039"
02/10/2022,174.14,175.48,171.55,172.12,"90,865,906"
02/11/2022,172.33,173.08,168.04,168.64,"98,670,688"
02/14/2022,167.37,169.58,166.56,168.88,"86,185,531"
02/15/2022,170.97,172.95,170.25,172.79,"64,286,320"
02/16/2022,171.85,173.34,170.05,172.55,"61,177,398"
02/17/2022,171.03,171.91,168.47,168.88,"69,589,344"
02/18/2022,169.82,170.54,166.19,167.3,"82,772,672"
02/22/2022,164.98,166.69,162.15,164.32,"91,162,758"
02/23/2022,165.54,166.15,159.75,160.07,"90,009,250"
02/24/2022,152.58,162.85,152.0,162.74,"141,147,500"
02/25/2022,163.84,165.12,160.87,164.85,"91,974,227"
